Coef.,Std.Err.,z,P>|z|,[0.025,0.975],term,p,OR,CI_low,CI_high,CI_width,q,N_rows,N_trials
-0.6322543261150275,0.316053518163555,-2.0004660279966933,0.045449964738709187,-1.251707838902771,-0.012800813327284,const,0.045449964738709187,0.5313925176969753,0.28601265476371523,0.9872920067037323,0.7012793519400171,,50,3747
0.40108561680888855,0.1550960614484685,2.5860464351130634,0.009708385045270851,0.09710292222587918,0.7050683113918979,has_contributing,0.009708385045270851,1.4934451270324889,1.10196762992979,2.0239962471485584,0.9220286172187684,0.021843866351859417,50,3747
-0.32888655858400523,0.09137220951874452,-3.5994156244687936,0.00031893309409370633,-0.5079727984285924,-0.14980031873941807,has_coc,0.00031893309409370633,0.7197246587006078,0.6017121589846786,0.8608826938378293,0.2591705348531508,0.000956799282281119,50,3747
-0.21218612584227953,0.11123498996327354,-1.9075483884372806,0.05644961125637117,-0.43020269999097005,0.005830448306410996,has_issue_template,0.05644961125637117,0.8088141423423345,0.6503746443759407,1.0058515080652892,0.3554768636893485,0.09237209114678918,50,3747
-0.5173453376200391,0.21047298686145474,-2.45801299888705,0.013970811717916311,-0.9298648115870624,-0.10482586365301583,has_pr_template,0.013970811717916311,0.5961008960201725,0.3946040618459223,0.9004881413886651,0.5058840795427428,0.027941623435832622,50,3747
0.26216033334573496,0.18473116401351736,1.419145138535217,0.15585670646942368,-0.09990609494292074,0.6242267616343906,has_codeowners,0.15585670646942368,1.2997349165720162,0.9049163702454049,1.8668143365539298,0.9618979663085249,0.20310872409281433,50,3747
-0.10163851757606682,0.27716628503553076,-0.3667059201051004,0.7138383901490943,-0.64487445397447,0.4415974188223364,has_workflows,0.7138383901490943,0.9033560399864364,0.5247231775832598,1.5552050487620972,1.0304818711788375,0.7558288836872764,50,3747
-0.07428854553343456,0.16270238647352728,-0.4565916157936736,0.647964606619347,-0.39317936322026487,0.24460227215339575,discussions_enabled,0.647964606619347,0.9284037684282017,0.6749037283004559,1.2771207523215333,0.6022170240210775,0.7289601824467654,50,3747
-0.296129609867679,0.082076855484718,-3.6079551064528266,0.00030861987387952885,-0.4569972905820251,-0.1352619291533329,readme_words_log,0.00030861987387952885,0.7436910320771203,0.6331801839092832,0.8734896720507167,0.2403094881414335,0.000956799282281119,50,3747
0.2597543295090239,0.04722782152017097,5.500027762196971,3.7973145544297775e-08,0.16718950026120308,0.3523191587568447,docs_md_count,3.7973145544297775e-08,1.296611508348867,1.1819762188077139,1.4223648300458953,0.24038861123818145,6.8351661979736e-07,50,3747
0.022174319278430277,0.07819632008652821,0.2835724143270842,0.7767380798075976,-0.13108765181473103,0.17543629037159159,R,0.7767380798075976,1.0224219968017982,0.8771384177631338,1.1917694156071796,0.3146309978440458,0.7767380798075976,50,3747
-0.5395843520982974,0.10802044993220687,-4.995205560029957,5.877313102495921e-07,-0.7513005435592349,-0.3278681606373598,A,5.877313102495921e-07,0.582990520808005,0.4717507834679804,0.7204608010472076,0.24871001757922717,4.842534866496184e-06,50,3747
0.1286118530073062,0.07291586434427222,1.7638391063989232,0.07775907139282674,-0.014300615009075618,0.27152432102368806,C,0.07775907139282674,1.1372486188554414,0.9857985642852697,1.3119662250941817,0.326167660808912,0.11663860708924012,50,3747
-0.12766353420692367,0.19397980220550987,-0.658127973920047,0.5104559019081021,-0.5078569602579264,0.25252989184407904,links_per_comment_365,0.5104559019081021,0.8801494695189966,0.6017796404011455,1.2872869679974248,0.6855073275962793,0.6125470822897224,50,3747
0.21203567555821462,0.08853507765318487,2.3949340891619704,0.016623353194679953,0.03851011198951532,0.3855612391269139,convo_broken_link_ratio_365,0.016623353194679953,1.2361919861309996,1.0392579234877066,1.4704440466963469,0.43118612320864025,0.029922035750423914,50,3747
-0.3020164469926356,0.061215677909966446,-4.933645387980988,8.070891444160307e-07,-0.421996970985374,-0.18203592299989718,R_convo_rule_365,8.070891444160307e-07,0.7393259051018196,0.6557345799177448,0.8335732332786089,0.17783865336086413,4.842534866496184e-06,50,3747
-0.22141534166745877,0.0807233637206711,-2.742890428025613,0.006090100336288618,-0.37963022727090134,-0.0632004560640162,log_reply_time,0.006090100336288618,0.8013837630893527,0.684112340355331,0.9387580048763364,0.25464566452100545,0.015660258007599303,50,3747
-0.4667773279353796,0.11488230851508645,-4.063091471338966,4.8427041350886645e-05,-0.6919425150857682,-0.24161214078499102,log_mta_ratio,4.8427041350886645e-05,0.6270196946387824,0.5006006244285622,0.7853639773496058,0.2847633529210436,0.00021792168607898991,50,3747
-0.2860646310456862,0.20260679472866744,-1.4119202242392024,0.15797345207218894,-0.6831666517369741,0.11103738964560167,has_toxicity,0.15797345207218894,0.7512140626274753,0.5050115651338419,1.1174448405745228,0.6124332754406808,0.20310872409281433,50,3747
